"Movie_Name","Movie_Original_Name","Movie_Original_Name_url","Movie_Cast","Movie_Score","Movie_Slogan","Movie_Comments"
"剪刀手爱德华","/ Edward Scissorhands","https://movie.douban.com/subject/1292370/","导演: Tim Burton 主演: 约翰尼·德普 Johnny Depp / 薇诺娜·瑞德 Winona ...
1990 / 美国 / 剧情 奇幻 爱情","8.7","浪漫忧郁的成人童话。","565229人评价"
"末代皇帝","/ The Last Emperor","https://movie.douban.com/subject/1293172/","导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci 主演: 尊龙 John Lone / 陈...
1987 / 英国 意大利 中国大陆 法国 美国 / 剧情 传记 历史","9.0","“不要跟我比惨，我比你更惨”再适合这部电影不过了。","223199人评价"
"沉默的羔羊","/ The Silence of the Lambs","https://movie.douban.com/subject/1293544/","导演: 乔纳森·戴米 Jonathan Demme 主演: 朱迪·福斯特 Jodie Foster / 安...
1991 / 美国 / 剧情 犯罪 惊悚","8.8","安东尼·霍普金斯的顶级表演。","410587人评价"
"大闹天宫","","","导演: 万籁鸣 Laiming Wan / 唐澄 Cheng Tang 主演: 邱岳峰 Yuefeng Qiu /...
1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 2004(中国大陆) / 中国大陆 / 动画 奇幻","9.3","经典之作，历久弥新。","129945人评价"
"蝴蝶效应","/ The Butterfly Effect","https://movie.douban.com/subject/1292343/","导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber 主...
2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚","8.7","人的命运被自己瞬间的抉择改变。","448878人评价"
"春光乍泄","/ 春光乍洩","https://movie.douban.com/subject/1292679/","导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...
1997 / 香港 日本 韩国 / 剧情 爱情 同性","8.8","爱情纠缠，男女一致。","294469人评价"
"入殓师","/ おくりびと","https://movie.douban.com/subject/2149806/","导演: 泷田洋二郎 Yôjirô Takita 主演: 本木雅弘 Masahiro Motoki / ...
2008 / 日本 / 剧情","8.8","死可能是一道门，逝去并不是终结，而是超越，走向下一程。","355655人评价"
"心灵捕手","/ Good Will Hunting","https://movie.douban.com/subject/1292656/","导演: 格斯·范·桑特 Gus Van Sant 主演: 马特·达蒙 Matt Damon / 罗宾·...
1997 / 美国 / 剧情","8.8","人生中应该拥有这样的一段豁然开朗。","324600人评价"
"哈利·波特与魔法石","/ Harry Potter and the Sorcerer's Stone","https://movie.douban.com/subject/1295038/","导演: Chris Columbus 主演: Daniel Radcliffe / Emma Watson / Rupert Grint
2001 / 美国 英国 / 奇幻 冒险","8.8","童话世界的开端。","328389人评价"
"玛丽和马克思","/ Mary and Max","https://movie.douban.com/subject/3072124/","导演: 亚当·艾略特 Adam Elliot 主演: 托妮·科莱特 Toni Collette / 菲利...
2009 / 澳大利亚 / 剧情 动画","8.9","你是我最好的朋友，你是我唯一的朋友 。","258245人评价"
"阳光灿烂的日子","","","导演: 姜文 Wen Jiang 主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
1994 / 中国大陆 香港 / 剧情","8.8","一场华丽的意淫。","320310人评价"
"布达佩斯大饭店","/ The Grand Budapest Hotel","https://movie.douban.com/subject/11525673/","导演: 韦斯·安德森 Wes Anderson 主演: 拉尔夫·费因斯 Ralph Fiennes / ...
2014 / 美国 德国 英国 / 剧情 喜剧 冒险","8.8","小清新的故事里注入了大历史的情怀。","388194人评价"
"禁闭岛","/ Shutter Island","https://movie.douban.com/subject/2334904/","导演: Martin Scorsese 主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
2010 / 美国 / 剧情 悬疑 惊悚","8.7","昔日翩翩少年，今日大腹便便。","428121人评价"
"猫鼠游戏","/ Catch Me If You Can","https://movie.douban.com/subject/1305487/","导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 莱昂纳多·迪卡普里奥 L...
2002 / 美国 加拿大 / 传记 犯罪 剧情","8.8","骗子大师和执著警探的你追我跑故事。","287607人评价"
"幽灵公主","/ もののけ姫","https://movie.douban.com/subject/1297359/","导演: 宫崎骏 Hayao Miyazaki 主演: 松田洋治 Yôji Matsuda / 石田百合...
1997 / 日本 / 动画 奇幻 冒险","8.8","人与自然的战争史诗。","273894人评价"
"第六感","/ The Sixth Sense","https://movie.douban.com/subject/1297630/","导演: M·奈特·沙马兰 M. Night Shyamalan 主演: 布鲁斯·威利斯 Bruce Wi...
1999 / 美国 / 剧情 悬疑 惊悚","8.8","深入内心的恐怖，出人意料的结局。","273559人评价"
"重庆森林","/ 重慶森林","https://movie.douban.com/subject/1291999/","导演: 王家卫 Kar Wai Wong 主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
1994 / 香港 / 剧情 爱情","8.7","寂寞没有期限。","389785人评价"
"狩猎","/ Jagten","https://movie.douban.com/subject/6985810/","导演: 托马斯·温特伯格 Thomas Vinterberg 主演: 麦斯·米科尔森 Mads Mik...
2012 / 丹麦 瑞典 / 剧情","9.1","人言可畏。","160036人评价"
"致命ID","/ Identity","https://movie.douban.com/subject/1297192/","导演: James Mangold 主演: John Cusack / Ray Liotta / Amanda Peet
2003 / 美国 / 剧情 悬疑 惊悚","8.7","最不可能的那个人永远是最可能的。","375631人评价"
"断背山","/ Brokeback Mountain","https://movie.douban.com/subject/1418834/","导演: 李安 Ang Lee 主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
2005 / 美国 加拿大 / 剧情 爱情 同性 家庭","8.7","每个人心中都有一座断背山。","373756人评价"
"穿条纹睡衣的男孩","/ The Boy in the Striped Pajamas","https://movie.douban.com/subject/3008247/","导演: 马克·赫门 Mark Herman 主演: 阿沙·巴特菲尔德 Asa Butterfield / ...
2008 / 英国 美国 / 剧情 战争","8.9","尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。","186174人评价"
"大鱼","/ Big Fish","https://movie.douban.com/subject/1291545/","导演: 蒂姆·波顿 Tim Burton 主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
2003 / 美国 / 剧情 家庭 奇幻 冒险","8.7","抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。","293227人评价"
"加勒比海盗","/ Pirates of the Caribbean: The Curse of the Black Pearl","https://movie.douban.com/subject/1298070/","导演: 戈尔·维宾斯基 Gore Verbinski 主演: 约翰尼·德普 Johnny Depp / ...
2003 / 美国 / 动作 冒险 奇幻","8.6","约翰尼·德普的独角戏。","410859人评价"
"告白","","","导演: 中岛哲也 Tetsuya Nakashima 主演: 松隆子 Takako Matsu / 冈田将生 ...
2010 / 日本 / 剧情 惊悚","8.7","没有一人完全善，也没有一人完全恶。","396691人评价"
"一一","","","导演: 杨德昌 Edward Yang 主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
2000 / 台湾 日本 / 剧情 爱情 家庭","8.9","我们都曾经是一一。","179205人评价"
"甜蜜蜜","","","导演: 陈可辛 Peter Chan 主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
1996 / 香港 / 剧情 爱情","8.8","相逢只要一瞬间，等待却像是一辈子。","263650人评价"
"阿凡达","/ Avatar","https://movie.douban.com/subject/1652587/","导演: 詹姆斯·卡梅隆 James Cameron 主演: 萨姆·沃辛顿 Sam Worthington ...
2009 / 美国 英国 / 动作 战争 科幻 冒险","8.6","绝对意义上的美轮美奂。","619415人评价"
"射雕英雄传之东成西就","/ 射鵰英雄傳之東成西就","https://movie.douban.com/subject/1316510/","导演: 刘镇伟 Jeffrey Lau 主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
1993 / 香港 / 喜剧 古装","8.7","百看不厌。","318670人评价"
"摩登时代","/ Modern Times","https://movie.douban.com/subject/1294371/","导演: 查理·卓别林 Charles Chaplin 主演: 查理·卓别林 Charles Chaplin ...
1936 / 美国 / 喜剧 剧情 爱情","9.2","大时代中的人生，小人物的悲喜。","110143人评价"
"阳光姐妹淘","/ 써니","https://movie.douban.com/subject/4917726/","导演: 姜炯哲 Hyeong-Cheol Kang 主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
2011 / 韩国 / 剧情 喜剧","8.8","再多各自牛逼的时光，也比不上一起傻逼的岁月。","313285人评价"
"上帝之城","/ Cidade de Deus","https://movie.douban.com/subject/1292208/","导演: Kátia Lund / Fernando Meirelles 主演: Alexandre Rodrigues / Lea...
2002 / 巴西 法国 / 犯罪 剧情","8.9","被上帝抛弃了的上帝之城。","175949人评价"
"爱在黎明破晓前","/ Before Sunrise","https://movie.douban.com/subject/1296339/","导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ...
1995 / 美国 奥地利 瑞士 / 剧情 爱情","8.7","缘分是个连绵词，最美不过一瞬。","260910人评价"
"消失的爱人","/ Gone Girl","https://movie.douban.com/subject/21318488/","导演: 大卫·芬奇 David Fincher 主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
2014 / 美国 / 剧情 犯罪 悬疑 惊悚","8.7","年度最佳date movie。","422356人评价"
"侧耳倾听","/ 耳をすませば","https://movie.douban.com/subject/1297052/","导演: 近藤喜文 Yoshifumi Kondo 主演: 本名阳子 Youko Honna / 小林桂树 K...
1995 / 日本 / 剧情 爱情 动画","8.8","少女情怀总是诗。","202298人评价"
"风之谷","/ 風の谷のナウシカ","https://movie.douban.com/subject/1291585/","导演: 宫崎骏 Hayao Miyazaki 主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
1984 / 日本 / 动画 奇幻 冒险","8.8","动画片的圣经。","203178人评价"
"爱在日落黄昏时","/ Before Sunset","https://movie.douban.com/subject/1291990/","导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ...
2004 / 美国 / 剧情 爱情","8.8","九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。","231001人评价"
"超脱","/ Detachment","https://movie.douban.com/subject/5322596/","导演: 托尼·凯耶 Tony Kaye 主演: 艾德里安·布洛迪 Adrien Brody / 马西...
2011 / 美国 / 剧情","8.8","穷尽一生，我们要学会的，不过是彼此拥抱。","206929人评价"
"倩女幽魂","","","导演: 程小东 Siu-Tung Ching 主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
1987 / 香港 / 剧情 爱情 武侠 古装","8.6","两张绝世的脸。","307771人评价"
"恐怖直播","/ 더 테러 라이브","https://movie.douban.com/subject/21360417/","导演: 金秉祐 Byeong-woo Kim 主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
2013 / 韩国 / 剧情 犯罪 悬疑","8.7","恐怖分子的“秋菊打官司”。","271180人评价"
"小森林 夏秋篇","/ リトル・フォレスト 夏・秋","https://movie.douban.com/subject/25814705/","导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
2014 / 日本 / 剧情","8.9","那些静得只能听见呼吸的日子里，你明白孤独即生活。","167767人评价"
"喜剧之王","/ 喜劇之王","https://movie.douban.com/subject/1302425/","导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee 主演: 周星驰 Stephen Ch...
1999 / 香港 / 喜剧 剧情 爱情","8.6","我是一个演员。","379753人评价"
"红辣椒","/ パプリカ","https://movie.douban.com/subject/1865703/","导演: 今敏 Satoshi Kon 主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...
2006 / 日本 / 动画 悬疑 科幻 惊悚","8.9","梦的勾结。","162039人评价"
"菊次郎的夏天","/ 菊次郎の夏","https://movie.douban.com/subject/1293359/","导演: 北野武 Takeshi Kitano 主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
1999 / 日本 / 剧情 喜剧","8.7","从没见过那么流氓的温柔，从没见过那么温柔的流氓。","221173人评价"
"驯龙高手","/ How to Train Your Dragon","https://movie.douban.com/subject/2353023/","导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders 主演:...
2010 / 美国 / 喜剧 动画 奇幻 冒险","8.7","和谐的生活离不开摸头与被摸头。","335587人评价"
"幸福终点站","/ The Terminal","https://movie.douban.com/subject/1292274/","导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 汤姆·汉克斯 Tom Hanks...
2004 / 美国 / 喜剧 剧情 爱情","8.7","有时候幸福需要等一等。","258679人评价"
"神偷奶爸","/ Despicable Me","https://movie.douban.com/subject/3287562/","导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud 主演: ...
2010 / 美国 法国 / 喜剧 动画 冒险","8.5","Mr. I Don't Care其实也有Care的时候。","450136人评价"
"借东西的小人阿莉埃蒂","/ 借りぐらしのアリエッティ","https://movie.douban.com/subject/4202302/","导演: 米林宏昌 Hiromasa Yonebayashi 主演: 志田未来 Mirai Shida / 神木...
2010 / 日本 / 动画 奇幻 冒险","8.7","曾经的那段美好会沉淀为一辈子的记忆。","250463人评价"
"岁月神偷","/ 歲月神偷","https://movie.douban.com/subject/3792799/","导演: 罗启锐 Alex Law 主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
2010 / 香港 中国大陆 / 剧情 家庭","8.6","岁月流逝，来日可追。","343428人评价"
"萤火虫之墓","/ 火垂るの墓","https://movie.douban.com/subject/1293318/","导演: 高畑勋 Isao Takahata 主演: 辰己努 / 白石绫乃 / 志乃原良子
1988 / 日本 / 动画 剧情 战争","8.7","幸福是生生不息，却难以触及的远。","231823人评价"
"杀人回忆","/ 살인의 추억","https://movie.douban.com/subject/1300299/","导演: 奉俊昊 Joon-ho Bong 主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
2003 / 韩国 / 犯罪 剧情 悬疑 惊悚","8.7","关于连环杀人悬案的集体回忆。","240474人评价"
"七武士","/ 七人の侍","https://movie.douban.com/subject/1295399/","导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
1954 / 日本 / 动作 冒险 剧情","9.2","时代悲歌。","90031人评价"
"怪兽电力公司","/ Monsters, Inc.","https://movie.douban.com/subject/1291579/","导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman 主演: 约...
2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险","8.6","不要给它起名字，起了名字就有感情了。","286641人评价"
"谍影重重3","/ The Bourne Ultimatum","https://movie.douban.com/subject/1578507/","导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ...
2007 / 美国 德国 / 动作 悬疑 惊悚","8.7","像吃了苏打饼一样干脆的电影。","208122人评价"
"喜宴","/ 囍宴","https://movie.douban.com/subject/1303037/","导演: 李安 Ang Lee 主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭","8.8","中国家庭的喜怒哀乐忍。","161617人评价"
"电锯惊魂","/ Saw","https://movie.douban.com/subject/1417598/","导演: 詹姆斯·温 James Wan 主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
2004 / 美国 / 悬疑 惊悚 恐怖","8.7","真相就在眼前。","226472人评价"
"贫民窟的百万富翁","/ Slumdog Millionaire","https://movie.douban.com/subject/2209573/","导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan 主演: 戴夫...
2008 / 英国 美国 / 剧情 爱情","8.5","上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁","436833人评价"
"东邪西毒","/ 東邪西毒","https://movie.douban.com/subject/1292328/","导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装","8.6","电影诗。","291928人评价"
"真爱至上","/ Love Actually","https://movie.douban.com/subject/1292401/","导演: 理查德·柯蒂斯 Richard Curtis 主演: 休·格兰特 Hugh Grant / 柯林...
2003 / 英国 美国 法国 / 喜剧 剧情 爱情","8.5","爱，是个动词。","352826人评价"
"记忆碎片","/ Memento","https://movie.douban.com/subject/1304447/","导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 盖·皮尔斯 Guy Pearce /...
2000 / 美国 / 犯罪 剧情 悬疑 惊悚","8.6","一个针管引发的血案。","317634人评价"
"黑天鹅","/ Black Swan","https://movie.douban.com/subject/1978709/","导演: 达伦·阿罗诺夫斯基 Darren Aronofsky 主演: 娜塔莉·波特曼 Natalie...
2010 / 美国 / 剧情 惊悚","8.5","黑暗之美。","471243人评价"
"疯狂原始人","/ The Croods","https://movie.douban.com/subject/1907966/","导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders 主演...
2013 / 美国 / 喜剧 动画 冒险","8.7","老少皆宜，这就是好莱坞动画的魅力。","422982人评价"
"小森林 冬春篇","/ リトル・フォレスト 冬・春","https://movie.douban.com/subject/25814707/","导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
2015 / 日本 / 剧情","9.0","尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。","145031人评价"
"请以你的名字呼唤我","/ Call Me by Your Name","https://movie.douban.com/subject/26799731/","导演: 卢卡·圭达尼诺 Luca Guadagnino 主演: 蒂莫西·柴勒梅德 Timothée ...
2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性","8.8","沉醉在电影的情感和视听氛围中无法自拔。","222744人评价"
"哈利·波特与死亡圣器(下)","/ Harry Potter and the Deathly Hallows: Part 2","https://movie.douban.com/subject/3011235/","导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险","8.7","10年的完美句点。","318717人评价"
"雨人","/ Rain Man","https://movie.douban.com/subject/1291870/","导演: 巴瑞·莱文森 Barry Levinson 主演: 达斯汀·霍夫曼 Dustin Hoffman ...
1988 / 美国 / 剧情","8.6","生活在自己的世界里，也可以让周围的人显得可笑和渺小。","231827人评价"
"萤火之森","/ 蛍火の杜へ","https://movie.douban.com/subject/5989818/","导演: 大森贵弘 Takahiro Omori 主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
2011 / 日本 / 剧情 爱情 动画 奇幻","8.8","触不到的恋人。","192850人评价"
"海洋","/ Océans","https://movie.douban.com/subject/3443389/","导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud 主演:...
2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片","9.0","大海啊，不全是水。","106303人评价"
"英雄本色","","","导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
1986 / 香港 / 动作 犯罪","8.6","英雄泪短，兄弟情长。","204454人评价"
"7号房的礼物","/ 7번방의 선물","https://movie.douban.com/subject/10777687/","导演: 李焕庆 Hwan-kyeong Lee 主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
2013 / 韩国 / 剧情 喜剧 家庭","8.7","《我是山姆》的《美丽人生》。","209898人评价"
"卢旺达饭店","/ Hotel Rwanda","https://movie.douban.com/subject/1291822/","导演: 特瑞·乔治 Terry George 主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
2004 / 英国 南非 意大利 美国 / 剧情 历史 战争","8.9","当这个世界闭上双眼，他却敞开了怀抱。","138362人评价"
"心迷宫","","","导演: 忻钰坤 Yukun Xin 主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
2014 / 中国大陆 / 剧情 犯罪 悬疑","8.7","荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。","215255人评价"
"荒蛮故事","/ Relatos salvajes","https://movie.douban.com/subject/24750126/","导演: 达米安·斯兹弗隆 Damián Szifron 主演: 达里奥·葛兰帝内提 Darío...
2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪","8.8","始于荒诞，止于更荒诞。","172359人评价"
"傲慢与偏见","/ Pride & Prejudice","https://movie.douban.com/subject/1418200/","导演: 乔·怀特 Joe Wright 主演: 凯拉·奈特莉 Keira Knightley / 马修·...
2005 / 法国 英国 美国 / 剧情 爱情","8.5","爱是摈弃傲慢与偏见之后的曙光。","349445人评价"
"超能陆战队","/ Big Hero 6","https://movie.douban.com/subject/11026735/","导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams 主演: 斯科特...
2014 / 美国 / 喜剧 动作 科幻 动画 冒险","8.6","Balalala~~~","436945人评价"
"虎口脱险","/ La grande vadrouille","https://movie.douban.com/subject/1296909/","导演: 杰拉尔·乌里 Gérard Oury 主演: 路易·德·菲耐斯 Louis de Funès...
1966 / 法国 英国 / 喜剧 战争","8.9","永远看不腻的喜剧。","119638人评价"
"唐伯虎点秋香","/ 唐伯虎點秋香","https://movie.douban.com/subject/1306249/","导演: 李力持 Lik-Chi Lee 主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
1993 / 香港 / 喜剧 爱情 古装","8.4","华太师是黄霑，吴镇宇四大才子之一。","400678人评价"
"海边的曼彻斯特","/ Manchester by the Sea","https://movie.douban.com/subject/25980443/","导演: 肯尼斯·罗纳根 Kenneth Lonergan 主演: 卡西·阿弗莱克 Casey Affle...
2016 / 美国 / 剧情 家庭","8.6","我们都有权利不与自己的过去和解。","236971人评价"
"蝙蝠侠：黑暗骑士崛起","/ The Dark Knight Rises","https://movie.douban.com/subject/3395373/","导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 克里斯蒂安·贝尔 Christ...
2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚","8.6","诺兰就是保证。","337294人评价"
"燃情岁月","/ Legends of the Fall","https://movie.douban.com/subject/1295865/","导演: 爱德华·兹威克 Edward Zwick 主演: 安东尼·霍普金斯 Anthony Hopki...
1994 / 美国 / 剧情 爱情 西部 家庭","8.7","传奇，不是每个人都可以拥有。","162783人评价"
"教父3","/ The Godfather: Part III","https://movie.douban.com/subject/1294240/","导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola 主演: 阿尔·帕西诺 A...
1990 / 美国 / 剧情 犯罪","8.8","任何信念的力量，都无法改变命运。","152691人评价"
"纵横四海","/ 緃横四海","https://movie.douban.com/subject/1295409/","导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
1991 / 香港 / 剧情 喜剧 动作 犯罪","8.7","香港浪漫主义警匪动作片的巅峰之作。","174581人评价"
"时空恋旅人","/ About Time","https://movie.douban.com/subject/10577869/","导演: 理查德·柯蒂斯 Richard Curtis 主演: 多姆纳尔·格利森 Domhnall Gl...
2013 / 英国 / 剧情 爱情 奇幻","8.6","把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。","239125人评价"
"玩具总动员3","/ Toy Story 3","https://movie.douban.com/subject/1858711/","导演: 李·昂克里奇 Lee Unkrich 主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
2010 / 美国 / 喜剧 动画 奇幻 冒险","8.8","跨度十五年的欢乐与泪水。","219007人评价"
"恋恋笔记本","/ The Notebook","https://movie.douban.com/subject/1309163/","导演: 尼克·卡索维茨 Nick Cassavetes 主演: 瑞恩·高斯林 Ryan Gosling /...
2004 / 美国 / 剧情 爱情","8.5","爱情没有那么多借口，如果不能圆满，只能说明爱的不够。","324456人评价"
"完美的世界","/ A Perfect World","https://movie.douban.com/subject/1300992/","导演: 克林特·伊斯特伍德 Clint Eastwood 主演: 凯文·科斯特纳 Kevin Cos...
1993 / 美国 / 剧情 犯罪","9.0","坏人的好总是比好人的好来得更感人。","94909人评价"
"花样年华","/ 花樣年華","https://movie.douban.com/subject/1291557/","导演: 王家卫 Kar Wai Wong 主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
2000 / 香港 / 剧情 爱情","8.5","偷情本没有这样美。","280444人评价"
"无人知晓","/ 誰も知らない","https://movie.douban.com/subject/1292337/","导演: 是枝裕和 Hirokazu Koreeda 主演: 柳乐优弥 Yûya Yagira / 北浦爱...
2004 / 日本 / 剧情","9.1","我的平常生活就是他人的幸福。","87507人评价"
"达拉斯买家俱乐部","/ Dallas Buyers Club","https://movie.douban.com/subject/1793929/","导演: 让-马克·瓦雷 Jean-Marc Vallée 主演: 马修·麦康纳 Matthew McCon...
2013 / 美国 / 剧情 传记 同性","8.7","Jared Leto的腿比女人还美！","214719人评价"
"二十二","","","导演: 郭柯 Ke Guo 主演:
2015 / 中国大陆 / 纪录片","8.7","有一些东西不应该被遗忘。","125989人评价"
"雨中曲","/ Singin' in the Rain","https://movie.douban.com/subject/1293460/","导演: Stanley Donen / Gene Kelly 主演: Gene Kelly / Donald O'Connor / ...
1952 / 美国 / 喜剧 歌舞 爱情","9.0","骨灰级歌舞片。","104239人评价"
"猜火车","/ Trainspotting","https://movie.douban.com/subject/1292528/","导演: 丹尼·博伊尔 Danny Boyle 主演: 伊万·麦克格雷格 Ewan McGregor / ...
1996 / 英国 / 犯罪 剧情","8.5","不可猜的青春迷笛。","273453人评价"
"魂断蓝桥","/ Waterloo Bridge","https://movie.douban.com/subject/1293964/","导演: Mervyn LeRoy 主演: Vivien Leigh / Robert Taylor / Lucile Watson
1940 / 美国 / 剧情 战争 爱情","8.8","中国式内在的美国电影。","143775人评价"
"穿越时空的少女","/ 時をかける少女","https://movie.douban.com/subject/1937946/","导演: 细田守 Mamoru Hosoda 主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
2006 / 日本 / 剧情 爱情 科幻 动画","8.6","爱上未来的你。","207391人评价"
"血战钢锯岭","/ Hacksaw Ridge","https://movie.douban.com/subject/26325320/","导演: 梅尔·吉布森 Mel Gibson 主演: 安德鲁·加菲尔德 Andrew Garfield /...
2016 / 美国 澳大利亚 / 剧情 传记 历史 战争","8.7","优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。","374581人评价"
"我是山姆","/ I Am Sam","https://movie.douban.com/subject/1306861/","导演: 杰茜·尼尔森 Jessie Nelson 主演: Sean Penn / Dakota Fanning / Mi...
2001 / 美国 / 剧情 家庭","8.8","爱并不需要智商 。","121131人评价"
"冰川时代","/ Ice Age","https://movie.douban.com/subject/1291578/","导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge 主演...
2002 / 美国 / 喜剧 动画 冒险","8.5","松鼠才是角儿。","311485人评价"
"人工智能","/ Artificial Intelligence: AI","https://movie.douban.com/subject/1302827/","导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 海利·乔·奥斯蒙 Haley...
2001 / 美国 / 冒险 剧情 科幻","8.6","对爱的执着，可以超越一切。","215732人评价"
"爆裂鼓手","/ Whiplash","https://movie.douban.com/subject/25773932/","导演: 达米安·沙泽勒 Damien Chazelle 主演: 迈尔斯·特勒 Miles Teller /...
2014 / 美国 / 剧情 音乐","8.6","这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。","270903人评价"
"浪潮","/ Die Welle","https://movie.douban.com/subject/2297265/","导演: 丹尼斯·甘塞尔 Dennis Gansel 主演: 尤尔根·沃格尔 Jürgen Vogel ...
2008 / 德国 / 剧情 惊悚","8.7","世界离独裁只有五天。","149393人评价"
"朗读者","/ The Reader","https://movie.douban.com/subject/2213597/","导演: 史蒂芬·戴德利 Stephen Daldry 主演: 凯特·温丝莱特 Kate Winslet ...
2008 / 美国 德国 / 剧情 爱情","8.5","当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。","301729人评价"
