"Movie_Name","Movie_Original_Name","Movie_Original_Name_url","Movie_Cast","Movie_Score","Movie_Slogan","Movie_Comments"
"罗生门","/ 羅生門","https://movie.douban.com/subject/1291879/","导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 千秋实 ...
1950 / 日本 / 犯罪 剧情 悬疑","8.7","人生的N种可能性。","144504人评价"
"未麻的部屋","/ Perfect Blue","https://movie.douban.com/subject/1395091/","导演: 今敏 Satoshi Kon 主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
1997 / 日本 / 动画 奇幻 惊悚","8.8","好的剧本是，就算你猜到了结局也猜不到全部。","115732人评价"
"香水","/ Perfume: The Story of a Murderer","https://movie.douban.com/subject/1760622/","导演: 汤姆·提克威 Tom Tykwer 主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻","8.4","一个单凭体香达到高潮的男人。","309952人评价"
"被解救的姜戈","/ Django Unchained","https://movie.douban.com/subject/6307447/","导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 杰米·福克斯 Jamie Foxx /...
2012 / 美国 / 剧情 动作 西部 冒险","8.6","热血沸腾，那个低俗、性感的无耻混蛋又来了。","292672人评价"
"头脑特工队","/ Inside Out","https://movie.douban.com/subject/10533913/","导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen &nb...
2015 / 美国 / 喜剧 动画 冒险","8.7","愿我们都不用长大，每一座城堡都能永远存在。","268751人评价"
"阿飞正传","/ 阿飛正傳","https://movie.douban.com/subject/1305690/","导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
1990 / 香港 / 犯罪 剧情 爱情","8.5","王家卫是一种风格，张国荣是一个代表。","237708人评价"
"可可西里","","","导演: 陆川 Chuan Lu 主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
2004 / 中国大陆 香港 / 剧情 犯罪","8.7","坚硬的信仰。","145560人评价"
"恐怖游轮","/ Triangle","https://movie.douban.com/subject/3011051/","导演: 克里斯托弗·史密斯 Christopher Smith 主演: 梅利莎·乔治 Melissa ...
2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚","8.4","不要企图在重复中寻找已经失去的爱。","374104人评价"
"你的名字。","/ 君の名は。","https://movie.douban.com/subject/26683290/","导演: 新海诚 Makoto Shinkai 主演: 神木隆之介 Ryûnosuke Kamiki / 上...
2016 / 日本 / 剧情 爱情 动画","8.4","穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。","568865人评价"
"一次别离","/ جدایی نادر از سیمین","https://movie.douban.com/subject/5964718/","导演: 阿斯哈·法哈蒂 Asghar Farhadi 主演: 佩曼·莫阿迪 Peyman Moadi /...
2011 / 伊朗 法国 / 剧情 家庭","8.7","只有有信仰的人才能说出事实真相。","147370人评价"
"房间","/ Room","https://movie.douban.com/subject/25724855/","导演: 伦尼·阿伯拉罕森 Lenny Abrahamson 主演: 布丽·拉尔森 Brie Larson...
2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭","8.8","被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。","183507人评价"
"追随","/ Following","https://movie.douban.com/subject/1397546/","导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 杰里米·西奥伯德 Jeremy...
1998 / 英国 / 犯罪 悬疑 惊悚","8.9","诺兰的牛逼来源于内心散发出的恐惧。","91863人评价"
"撞车","/ Crash","https://movie.douban.com/subject/1388216/","导演: 保罗·哈吉斯 Paul Haggis 主演: 桑德拉·布洛克 Sandra Bullock / ...
2004 / 美国 德国 / 犯罪 剧情","8.6","天使与魔鬼的冲撞。","192107人评价"
"战争之王","/ Lord of War","https://movie.douban.com/subject/1419936/","导演: 安德鲁·尼科尔 Andrew Niccol 主演: 尼古拉斯·凯奇 Nicolas Cage /...
2005 / 美国 法国 / 剧情 犯罪","8.6","做一颗让别人需要你的棋子。","192795人评价"
"模仿游戏","/ The Imitation Game","https://movie.douban.com/subject/10463953/","导演: 莫腾·泰杜姆 Morten Tyldum 主演: 本尼迪克特·康伯巴奇 Benedict C...
2014 / 英国 美国 / 剧情 传记 战争 同性","8.6","他给机器起名“克里斯托弗”，因为这是他初恋的名字。","292262人评价"
"地球上的星星","/ Taare Zameen Par","https://movie.douban.com/subject/2363506/","导演: 阿米尔·汗 Aamir Khan 主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
2007 / 印度 / 剧情 儿童 家庭","8.8","天使保护事件始末。","97321人评价"
"一个叫欧维的男人决定去死","/ En man som heter Ove","https://movie.douban.com/subject/26628357/","导演: 汉内斯·赫尔姆 Hannes Holm 主演: 罗夫·拉斯加德 Rolf Lassgård...
2015 / 瑞典 / 剧情","8.8","惠及一生的美丽。","147215人评价"
"魔女宅急便","/ 魔女の宅急便","https://movie.douban.com/subject/1307811/","导演: 宫崎骏 Hayao Miyazaki 主演: 高山南 Minami Takayama / 佐久间玲 Re...
1989 / 日本 / 动画 奇幻 冒险","8.5","宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。","222533人评价"
"忠犬八公物语","/ ハチ公物語","https://movie.douban.com/subject/1959195/","导演: Seijirô Kôyama 主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
1987 / 日本 / 剧情","9.0","养狗三日，便会对你终其一生。","72108人评价"
"谍影重重","/ The Bourne Identity","https://movie.douban.com/subject/1304102/","导演: 道格·里曼 Doug Liman 主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
2002 / 美国 德国 捷克 / 动作 悬疑 惊悚","8.5","哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。","217542人评价"
"牯岭街少年杀人事件","/ 牯嶺街少年殺人事件","https://movie.douban.com/subject/1292329/","导演: 杨德昌 Edward Yang 主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
1991 / 台湾 / 剧情 犯罪","8.8","弱者送给弱者的一刀。","121768人评价"
"完美陌生人","/ Perfetti sconosciuti","https://movie.douban.com/subject/26614893/","导演: 保罗·格诺维瑟 Paolo Genovese 主演: 马可·贾利尼 Marco Giallini ...
2016 / 意大利 / 剧情 喜剧","8.6","来啊，互相伤害啊！","241930人评价"
"谍影重重2","/ The Bourne Supremacy","https://movie.douban.com/subject/1308767/","导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ...
2004 / 美国 德国 / 动作 悬疑 惊悚","8.6","谁说王家卫镜头很晃？","180614人评价"
"梦之安魂曲","/ Requiem for a Dream","https://movie.douban.com/subject/1292270/","导演: 达伦·阿伦诺夫斯基 Darren Aronofsky 主演: 艾伦·伯斯汀 Ellen Bur...
2000 / 美国 / 剧情","8.7","一场没有春天的噩梦。","124725人评价"
"哪吒闹海","","","导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang 主演: 梁正晖 Zhenghui ...
1979 / 中国大陆 / 冒险 动画 奇幻","8.9","想你时你在闹海。","94714人评价"
"青蛇","","","导演: 徐克 Hark Tsui 主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
1993 / 香港 / 剧情 奇幻 古装","8.5","人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。","253303人评价"
"惊魂记","/ Psycho","https://movie.douban.com/subject/1293181/","导演: Alfred Hitchcock 主演: Janet Leigh / Anthony Perkins / Vera Miles
1960 / 美国 / 悬疑 惊悚 恐怖","8.9","故事的反转与反转，分裂电影的始祖。","96531人评价"
"再次出发之纽约遇见你","/ Begin Again","https://movie.douban.com/subject/6874403/","导演: 约翰·卡尼 John Carney 主演: 凯拉·奈特莉 Keira Knightley / 马克...
2013 / 美国 / 喜剧 爱情 音乐","8.5","爱我就给我看你的播放列表。","198221人评价"
"小萝莉的猴神大叔","/ Bajrangi Bhaijaan","https://movie.douban.com/subject/26393561/","导演: 卡比尔·汗 Kabir Khan 主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...
2015 / 印度 / 剧情 喜剧 动作","8.5","宝莱坞的萝莉与大叔。","197777人评价"
"黑客帝国3：矩阵革命","/ The Matrix Revolutions","https://movie.douban.com/subject/1302467/","导演: Andy Wachowski / Larry Wachowski 主演: Keanu Reeves / Laurence F...
2003 / 美国 澳大利亚 / 动作 科幻","8.6","不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。","178832人评价"
"东京物语","/ 東京物語","https://movie.douban.com/subject/1291568/","导演: 小津安二郎 Yasujirô Ozu 主演: 笠智众 Chishû Ryû / 原节...
1953 / 日本 / 剧情 家庭","9.2","东京那么大，如果有一天走失了，恐怕一辈子不能再相见。","59075人评价"
"新龙门客栈","/ 新龍門客棧","https://movie.douban.com/subject/1292287/","导演: 李惠民 Raymond Lee 主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
1992 / 香港 中国大陆 / 剧情 动作 武侠 古装","8.5","嬉笑怒骂，调风动月。","210527人评价"
"源代码","/ Source Code","https://movie.douban.com/subject/3075287/","导演: 邓肯·琼斯 Duncan Jones 主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
2011 / 美国 加拿大 / 科幻 悬疑 惊悚","8.4","邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。","449684人评价"
"步履不停","/ 歩いても 歩いても","https://movie.douban.com/subject/2222996/","导演: 是枝裕和 Hirokazu Koreeda 主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
2008 / 日本 / 剧情 家庭","8.8","日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。","101819人评价"
"终结者2：审判日","/ Terminator 2: Judgment Day","https://movie.douban.com/subject/1291844/","导演: 詹姆斯·卡梅隆 James Cameron 主演: 阿诺·施瓦辛格 Arnold Schwarz...
1991 / 美国 法国 / 动作 科幻","8.6","少见的超越首部的续集，动作片中的经典。","158168人评价"
"海街日记","/ 海街diary","https://movie.douban.com/subject/25895901/","导演: 是枝裕和 Hirokazu Koreeda 主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
2015 / 日本 / 剧情 家庭","8.7","是枝裕和的家庭习作。","161059人评价"
"绿里奇迹","/ The Green Mile","https://movie.douban.com/subject/1300374/","导演: Frank Darabont 主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
1999 / 美国 / 犯罪 剧情 奇幻 悬疑","8.7","天使暂时离开。","120380人评价"
"末路狂花","/ Thelma & Louise","https://movie.douban.com/subject/1291992/","导演: 雷德利·斯科特 Ridley Scott 主演: 吉娜·戴维斯 Geena Davis / 苏...
1991 / 美国 法国 / 犯罪 剧情 惊悚","8.7","没有了退路，只好飞向自由。","117522人评价"
"秒速5厘米","/ 秒速5センチメートル","https://movie.douban.com/subject/2043546/","导演: 新海诚 Makoto Shinkai 主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...
2007 / 日本 / 动画 剧情 爱情","8.3","青春就是放弃和怀念。","341348人评价"
"初恋这件小事","/ สิ่งเล็กเล็กที่เรียกว่า...รัก","https://movie.douban.com/subject/4739952/","导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
2010 / 泰国 / 剧情 喜剧 爱情","8.3","黑小鸭速效美白记。","519297人评价"
"城市之光","/ City Lights","https://movie.douban.com/subject/1293908/","导演: Charles Chaplin 主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
1931 / 美国 / 喜剧 剧情 爱情","9.2","永远的小人物，伟大的卓别林。","51647人评价"
"碧海蓝天","/ Le grand bleu","https://movie.douban.com/subject/1300960/","导演: Luc Besson 主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...
1988 / 法国 美国 意大利 / 剧情 爱情","8.7","在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。","114205人评价"
"无敌破坏王","/ Wreck-It Ralph","https://movie.douban.com/subject/6534248/","导演: 瑞奇·莫尔 Rich Moore 主演: 约翰·C·赖利 John C. Reilly / 萨拉...
2012 / 美国 / 喜剧 动画 奇幻 冒险","8.7","迪士尼和皮克斯拿错剧本的产物。","210862人评价"
"无耻混蛋","/ Inglourious Basterds","https://movie.douban.com/subject/1438652/","导演: Quentin Tarantino 主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
2009 / 美国 德国 / 剧情 犯罪","8.5","昆汀同学越来越变态了，比北野武还杜琪峰。","247953人评价"
"爱在午夜降临前","/ Before Midnight","https://movie.douban.com/subject/10808442/","导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ...
2013 / 美国 / 剧情 爱情","8.8","所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。","133703人评价"
"这个男人来自地球","/ The Man from Earth","https://movie.douban.com/subject/2300586/","导演: 理查德·沙因克曼 Richard Schenkman 主演: 大卫·李·史密斯 David ...
2007 / 美国 / 剧情 科幻","8.5","科幻真正的魅力不是视觉效果能取代的。","204527人评价"
"勇闯夺命岛","/ The Rock","https://movie.douban.com/subject/1292728/","导演: 迈克尔·贝 Michael Bay 主演: 肖恩·康纳利 Sean Connery / 尼古拉...
1996 / 美国 / 动作 冒险","8.6","类型片的极致。","156552人评价"
"疯狂的石头","","","导演: 宁浩 Hao Ning 主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
2006 / 中国大陆 香港 / 喜剧 犯罪","8.3","中国版《两杆大烟枪》。","359833人评价"
"E.T. 外星人","/ E.T.: The Extra-Terrestrial","https://movie.douban.com/subject/1294638/","导演: Steven Spielberg 主演: Henry Thomas / Dee Wallace / Robert MacNa...
1982 / 美国 / 剧情 科幻","8.5","生病的E.T.皮肤的颜色就像柿子饼。","173287人评价"
"卡萨布兰卡","/ Casablanca","https://movie.douban.com/subject/1296753/","导演: Michael Curtiz 主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...
1942 / 美国 / 剧情 爱情 战争","8.6","世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。","138144人评价"
"变脸","/ Face/Off","https://movie.douban.com/subject/1292659/","导演: 吴宇森 John Woo 主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...
1997 / 美国 / 动作 科幻 犯罪 惊悚","8.4","当发哥的风衣、墨镜出现在了凯奇身上⋯⋯","235903人评价"
"海盗电台","/ The Boat That Rocked","https://movie.douban.com/subject/3007773/","导演: 理查德·柯蒂斯 Richard Curtis 主演: 比尔·奈伊 Bill Nighy / 肯尼...
2009 / 英国 德国 法国 / 剧情 喜剧 音乐","8.6","生命不止，摇滚不死。","178241人评价"
